"";"夏長勝傳道";"作堅固的人";"audio2014/sermon140928c.mp3";"羅馬書 15:1-6";"2014-09-28"
"";"Jonathan Luke";"Almighty friend";"audio2014/sermon140921e.mp3";"Psaml 91";"2014-09-21"
"";"許如志牧師";"標竿人生　寧有耶穌";"audio2014/sermon140921c.mp3";"腓立比書 3:7-16";"2014-09-21"
"";"Pastor Nathan Hieb";"Unity of the faith";"audio2014/sermon140914e.mp3";"Ephesians 4:11-13";"2014-09-14"
"";"Carl Fitzgerald";"Did God really say?";"audio2014/sermon140907e.mp3";"Genesis 3:1-14, Exodus 20:2-3";"2014-09-07"
"";"施美伶師母";"關鍵時刻";"audio2014/sermon140907c.mp3";"馬太福音 24:3, 32-36";"2014-09-07"
"";"勞伯祥牧師";"神喜悅，人稱許的服事";"audio2014/sermon140831c.mp3";"羅馬書 14:17-18";"2014-08-31"
"";"林三綱弟兄";"健康的教會�全民事奉";"audio2014/sermon140824c.mp3";"彼得前書 2:9";"2014-08-24"
"";"Jesse Wu";"The peace comes after the leap of faith";"audio2014/sermon140817e.mp3";"John 9";"2014-08-17"
"";"趙漢光弟兄";"天國的文化";"audio2014/sermon140817c.mp3";"以弗所書 5:1-7";"2014-08-17"
"";"Pastor Nathan Hieb";"Built up through service";"audio2014/sermon140810e.mp3";"Ephesians 2:11-13";"2014-08-10"
"";"葉啟明牧師";"跟隨主";"audio2014/sermon140810c.mp3";"路加福音 18:31-34";"2014-08-10"
"";"Pastor Nathan Hieb";"Works of service";"audio2014/sermon140803e.mp3";"Ephesians 2:4-10";"2014-08-03"
"";"許如志牧師";"主心我心　求主的事";"audio2014/sermon140803c.mp3";"腓立比書2:19-30";"2014-08-03"
"";"Carl Fitzgerald";"Our great salvation";"audio2014/sermon140727e.mp3";"2 Peter 1:1-4";"2014-07-27"
"";"何進傳道";"成全聖徒　紀念主恩";"audio2014/sermon140727c.mp3";"約書亞記 4:9-24";"2014-07-27"
"";"Aaron Shum";"Have a joyful day";"audio2014/sermon140720e.mp3";"Psalm 16";"2014-07-20"
"";"黃小石長老";"活潑的盼望";"audio2014/sermon140720c.mp3";"彼得前書 1:3-5";"2014-07-20"
"";"Felix Yen";"Does God demand? Does He ask?";"audio2014/sermon140713e.mp3";"Luke 12:47-48";"2014-07-13"
"";"羅天祐牧師";"教會的品格�無偽之信";"audio2014/sermon140713c.mp3";"提摩太後書 1:5";"2014-07-13"
"";"Pastor Nathan Hieb";"Give to God what is God's";"audio2014/sermon140706e.mp3";"Matthew 22:15-22";"2014-07-06"
"";"吳文蓀弟兄";"另類、非典，卻是活得平凡快樂";"audio2014/sermon140706c.mp3";"馬太福音 5:3-16";"2014-07-06"
"";"Jonathan Luke";"Witnesses of the truth";"audio2015/sermon150628e.mp3";"John 18:33-38a";"2015-06-28"
"";"吳文蓀弟兄";"上帝，似非而是";"audio2015/sermon150628c.mp3";"創世記 2:16-17, 2:1-5, 5:24, 6:3, 6:5, 6:9";"2015-06-28"
"";"Pastor Nathan Hieb";"Wise honesty";"audio2015/sermon150621e.mp3";"Ephesians 4:20-29";"2015-06-21"
"";"許如志牧師";"活出健康的教會（三）委身";"audio2015/sermon150621c.mp3";"羅馬書 6:1-2";"2015-06-21"
"";"Olga Hynes";"Called to wakefulness and prayer";"audio2015/sermon150614e.mp3";"Luke 22:39-46";"2015-06-14"
"";"梅景僖牧師";"生命的寶貴";"audio2015/sermon150614c.mp3";"羅馬書 6:1-11";"2015-06-14"
"";"Nathan Hieb";"Be kind and compassionate";"audio2015/sermon150607e.mp3";"Ephesians 4:31-32";"2015-06-07"
"";"Jonathan Luke";"Not of the world";"audio2015/sermon150531e.mp3";"John 15:18-21";"2015-05-31"
"";"許如志牧師";"你們是鹽和光";"audio2015/sermon150531c.mp3";"馬太福音 5:13-16";"2015-05-31"
"";"勞伯祥牧師";"迦勒的心志";"audio2015/sermon150524c.mp3";"民數記 14:20-24, 約書亞記14:6-13";"2015-05-24"
"";"Vincent Wu";"Righteousness and judgment";"audio2015/sermon150517e.mp3";"John 16:8-11";"2015-05-17"
"";"羅天祐牧師";"耶和華是神";"audio2015/sermon150517c.mp3";"約書亞記 22:28-34";"2015-05-17"
"";"Bonnie Lin";"Holy hospitality";"audio2015/sermon150510e.mp3";"Romans 12:9-21, 1 Peter 4:7-11";"2015-05-10"
"";"岑德雄傳道";"樂意分享，彼此建立";"audio2015/sermon150510c.mp3";"使徒行傳 2:42-47";"2015-05-10"
"";"Pastor Nathn Hieb";"Handle anger well";"audio2015/sermon150503e.mp3";"Ephesians 4:26-27, 31-32";"2015-05-03"
"";"李大飛牧師";"敬拜與祝福";"audio2015/sermon150503c.mp3";"民數記 6:23-27";"2015-05-03"
"";"Jonathan Luke";"Who is the Son of Man?";"audio2015/sermon150426e.mp3";"Matthew 16:13-20";"2015-04-26"
"";"賴若瀚牧師";"永約之神的呼喚（七）︰常存生命的盼望";"audio2015/revival7.mp3";"瑪拉基書 3:13-4:6";"2015-04-26"
"";"賴若瀚牧師";"永約之神的呼喚（六）︰人豈能奪取神的物";"audio2015/revival6.mp3";"瑪拉基書 3:7-12";"2015-04-26"
"";"賴若瀚牧師";"永約之神的呼喚（五）︰公義的神在那裡？";"audio2015/revival5.mp3";"瑪拉基書 2:17-3:6";"2015-04-25"
"";"賴若瀚牧師";"永約之神的呼喚（四）︰尊重神聖的婚約";"audio2015/revival4.mp3";"瑪拉基書 2:10-16";"2015-04-25"
"";"賴若瀚牧師";"永約之神的呼喚（三）︰你事奉的評審合格嗎？";"audio2015/revival3.mp3";"瑪拉基書 2:1-9";"2015-04-25"
"";"賴若瀚牧師";"永約之神的呼喚（二）︰不能達標的敬拜";"audio2015/revival2.mp3";"瑪拉基書 1:6-14";"2015-04-25"
"";"賴若瀚牧師";"永約之神的呼喚（一）︰神永約的慈愛";"audio2015/revival1.mp3";"瑪拉基書 1:1-5";"2015-04-24"
"";"Pastor Nathan Hieb";"The source from which our work flows";"audio2015/sermon150419e.mp3";"Ephesians 4:16";"2015-04-19"
"";"林三綱弟兄";"保羅對提摩太最終的教導";"audio2015/sermon150419c.mp3";"提摩太後書 3:10-12";"2015-04-19"
"";"Pastor Lee Hearn";"On being a good servant";"audio2015/sermon150412e.mp3";"1 Timothy 4:6-16";"2015-04-12"
"";"何進傳道";"耶穌向多馬顯現";"audio2015/sermon150412c.mp3";"約翰福音 20:24-29";"2015-04-12"
"";"Pastor Nathan Hieb　僖拿單傳道";"Go and tell　快去告訴�";"audio2015/sermon150405.mp3";"Matthew 28:1-10　馬太福音 28:1-10";"2015-04-05"
"";"Jonathan Luke";"We cry out";"audio2015/sermon150329e.mp3";"Luke 19:41-42";"2015-03-29"
"";"顏重行";"寶血湧流不盡";"audio2015/sermon150329c.mp3";"約翰壹書 1:5-2:2";"2015-03-29"
"";"Pastor Nathan Hieb";"Growing as truthhearers";"audio2015/sermon150322e.mp3";"Ephesians 4:16";"2015-03-22"
"";"許如志牧師";"活出健康的教會（一）轉危為機";"audio2015/sermon150322c.mp3";"使徒行傳 15:1-31";"2015-03-22"
"";"Pastor Nathan Hieb";"Truthspeakers who grow";"audio2015/sermon150315e.mp3";"Ephesians 4:14-15";"2015-03-15"
"";"夏長勝傳道";"活在基督裡";"audio2015/sermon150315c.mp3";"腓立比書 4:1-5";"2015-03-15"
"";"黃小石長老";"建立基督的身體";"audio2015/sermon150308c.mp3";"以弗所書 4:7-8, 11-12";"2015-03-08"
"";"Carl Fitzgerald";"Behold the beauty";"audio2015/sermon150301e.mp3";"2 Corinthians 4:1-18";"2015-03-01"
"";"李大飛";"誇口還是信心";"audio2015/sermon150301c.mp3";"羅馬書 3:27-4:8";"2015-03-01"
"";"Jonathan Luke";"Sleep";"audio2015/sermon150222e.mp3";"Mathew 8:23-27";"2015-02-22"
"";"張亞倫牧師";"信心與愛心";"audio2015/sermon150222c.mp3";"加拉太書 5:5-6";"2015-02-22"
"";"Pastor Nathan Hieb";"Truthspeaking to non-believers (2)";"audio2015/sermon150208e.mp3";"Acts 4:23-31";"2015-02-08"
"";"李定武牧師";"持守福音的挑戰";"audio2015/sermon150208c.mp3";"提摩太後書 3:14-17";"2015-02-08"
"";"Aaron Shum";"Fellowship";"audio2015/sermon150201e.mp3";"Acts 2:42-27";"2015-02-01"
"";"林三綱";"引進基督的人";"audio2015/sermon150201c.mp3";"馬太福音 1:19-23, 2:1-2, 2:14-15";"2015-02-01"
"";"Pastor Nathan Hieb";"Truthspeaking to non-believers";"audio2015/sermon150125e.mp3";"2 Corinthians 5:16-21";"2015-01-25"
"";"勞伯祥牧師";"屬靈視野";"audio2015/sermon150125c.mp3";"彼得前書 1:1-9";"2015-01-25"
"";"劉銘輝牧師";"兩個人生";"audio2015/sermon150118c.mp3";"詩篇 17:14-15, 哥林多後書 5:17";"2015-01-18"
"";"Pastor Nathan Hieb";"Truthspeakers";"audio2015/sermon150111e.mp3";"Ephesians 4:14-16";"2015-01-11"
"";"李定武牧師";"為福音受苦的挑戰";"audio2015/sermon150111c.mp3";"提摩太後書 2:1-9";"2015-01-11"
"";"Kristal Hang";"Crossing cultures with Jesus";"audio2015/sermon150104e.mp3";"John 4:35";"2015-01-04"
"";"李定武牧師";"衛護福音的挑戰";"audio2015/sermon150104c.mp3";"提摩太後書 1:6-8, 11-14";"2015-01-04"
"";"Olga Hynes";"Our source and perfecter";"audio2015/sermon151227e.mp3";"Hebrews 12:1-3";"2015-12-27"
"";"許如志牧師";"活出健康的教會系列（八）耕種與建造";"audio2015/sermon151227c.mp3";"哥林多前書 3:5-15";"2015-12-27"
"";"黃小石長老";"喜樂的追尋";"audio2015/sermon151220c.mp3";"腓立比書 4:4";"2015-12-20"
"";"Carl Fitzgerald";"The gift of Christmas";"audio2015/sermon151213e.mp3";"Luke 2:10-15, 26-38";"2015-12-13"
"";"鄺偉略牧師";"聖誕真快樂";"audio2015/sermon151213c.mp3";"路加福音 2:8-12";"2015-12-13"
"";"Pastor Nathan Hieb";"Honor your father and mother";"audio2015/sermon151206e.mp3";"Ephesians 6:1-4";"2015-12-06"
"";"劉銘輝牧師";"與神同行";"audio2015/sermon151206c.mp3";"創世記 5:21-24, 6:9; 但以理書 3:24-27;彌迦書 6:8";"2015-12-06"
"";"Jonathan Luke";"Thankfulness in action";"audio2015/sermon151129e.mp3";"Matthew 6:9-13";"2015-11-29"
"";"林三綱弟兄";"建造合神心意的教會";"audio2015/sermon151129c.mp3";"希伯來書 1:2, 歌羅西書 1:18, 以弗所書 4:11-13,  1:22-23, 哥林多前書 12:7-10, 羅馬書 12:8";"2015-11-29"
"";"Pastor Nathan Hieb";"Christ and the church";"audio2015/sermon151122e.mp3";"Ephesians 5:21-33";"2015-11-22"
"";"勞伯祥牧師";"意料之外的恩典";"audio2015/sermon151122c.mp3";"耶利米哀歌 3:23";"2015-11-22"
"";"Pastor Lee Hearn";"Truth in advertising";"audio2015/sermon151115e.mp3";"James 3:13-18";"2015-11-15"
"";"王邦牧師";"你需要的盼望";"audio2015/sermon151115c.mp3";"羅馬書15:13, 詩篇 147:11";"2015-11-15"
"";"Pastor Nathan Hieb";"Singleness";"audio2015/sermon151108e.mp3";"I Corinthians 7:32-35";"2015-11-08"
"";"賴鐘桂珍傳道";"活出愛與真理的人生";"audio2015/sermon151108c.mp3";"約翰一書 3:12-24";"2015-11-08"
"";"Jonathan Luke";"Made in His image; redeemed by His love";"audio2015/sermon151101e.mp3";"Leviticus 25:47-49";"2015-11-01"
"";"許如志牧師";"活出健康的教會系列（七）世內高人";"audio2015/sermon151101c.mp3";"約翰福音 17:9:13-20";"2015-11-01"
"";"Pastor Nathan Hieb";"Outstanding among the apostles";"audio2015/sermon151025e.mp3";"Genesis 2:18-24";"2015-10-25"
"";"李大飛牧師";"創造天地的神";"audio2015/sermon151025c.mp3";"詩篇 8:1-9";"2015-10-25"
"";"Pastor Andrew Smith";"Qoheleth on the meaning of life";"audio2015/sermon151018e.mp3";"Ecclesiastes 12:9-14";"2015-10-18"
"";"勞伯祥牧師";"讓亨通與患難共舞";"audio2015/sermon151018c.mp3";"傳道書 7:14-18";"2015-10-18"
"";"Pastor Nathan Hieb";"The creator's plan";"audio2015/sermon151004e.mp3";"Romans 1:18-27";"2015-10-04"
"";"李定武牧師";"生命的建造";"audio2015/sermon151004c.mp3";"馬太福音 7:24-27";"2015-10-04"
"";"Pastor Joshua Cho";"We must have faith";"audio2015/sermon150927e.mp3";"Mark 5:21-43";"2015-09-27"
"";"黃小石長老";"信心";"audio2015/sermon150927c.mp3";"希伯來書 11:6";"2015-09-27"
"";"Pastor Nathan Hieb";"Sing and make music to the Lord";"audio2015/sermon150920e.mp3";"Ephesians 5:18-20";"2015-09-20"
"";"何進傳道";"天國近了";"audio2015/sermon150920c.mp3";"馬太福音 3:1-12";"2015-09-20"
"";"Pastor Norman Chen";"Jesus' prayer";"audio2015/sermon150913e.mp3";"John 17:9-19";"2015-09-13"
"";"陳永建牧師";"合一的心";"audio2015/sermon150913c.mp3";"以西結書 11:14-25";"2015-09-13"
"";"Pastor Nathan Hieb";"The work of the Holy Spirit";"audio2015/sermon150906e.mp3";"John 14:15-21";"2015-09-06"
"";"夏長勝傳道";"為主發熱心";"audio2015/sermon150906c.mp3";"民數記 25:1-13";"2015-09-06"
"";"Pastor Lee Hearn";"You have a father!";"audio2015/sermon150830e.mp3";"Luke 12:22-31";"2015-08-30"
"";"李大飛牧師";"找回迷羊，天地同慶";"audio2015/sermon150830c.mp3";"路加福音 15:1-7";"2015-08-30"
"";"Kristal Calkins";"Living into God's promises";"audio2015/sermon150823e.mp3";"Acts 5:17-42";"2015-08-23"
"";"羅天祐牧師";"顯出神的榮耀";"audio2015/sermon150823c.mp3";"路得記 1:1-7";"2015-08-23"
"";"Jonathan Luke";"A living doxology";"audio2015/sermon150816e.mp3";"Ephesians 1:11-23";"2015-08-16"
"";"許如志牧師";"活出健康的教會 （六）馬其頓眾教會的恩";"audio2015/sermon150816c.mp3";"哥林多後書 8:1-8";"2015-08-16"
"";"Pastor Nathan Hieb";"Empty highs or unending joy";"audio2015/sermon150809e.mp3";"Ephesians 5:15-18";"2015-08-09"
"";"陳永建牧師";"「上加」的見證";"audio2015/sermon150809c.mp3";"馬太福音 13:12";"2015-08-09"
"";"Pastor Nathan Hieb";"YOLO";"audio2015/sermon150802e.mp3";"Ephesians 5:8-17";"2015-08-02"
"";"李大飛牧師";"天上的大喜悅（一）";"audio2015/sermon150802c.mp3";"路加福音 15:1-2";"2015-08-02"
"";"Pastor Thomas Wilson";"A second chance";"audio2015/sermon150726e.mp3";"Acts 15:36-41";"2015-07-26"
"";"張亞倫牧師";"敬畏神";"audio2015/sermon150726c.mp3";"瑪拉基書 2:5-7";"2015-07-26"
"";"Pastor Nathan Hieb";"He must increase, I must decrease";"audio2015/sermon150719e.mp3";"John 1:19-34";"2015-07-19"
"";"黃小石長老";"試探的面貌";"audio2015/sermon150719c.mp3";"撒母耳記下 11:1-10";"2015-07-19"
"";"Jonathan Luke";"Freedom";"audio2015/sermon150712e.mp3";"Galatians 5:19-26";"2015-07-12"
"";"許如志牧師";"活出健康的教會（五）世界不配有的人";"audio2015/sermon150712c.mp3";"希伯來書 11:32-40";"2015-07-12"
"";"Pastor Nathan Hieb";"The imitation of Crist";"audio2015/sermon150705e.mp3";"Ephesians 4:17-24";"2015-07-05"
"";"賴若瀚牧師";"合一的美景";"audio2015/sermon150705c.mp3";"詩篇 133";"2015-07-05"
"";"Pastor Nathan Hieb";"The Sword of the Spirit";"audio2016/sermon160626e.mp3";"2 Corinthians 10:3-5";"2016-06-26"
"";"陳永建牧師";"教會面臨的挑戰";"audio2016/sermon160626c.mp3";"西番雅書 3:1-8";"2016-06-26"
"";"Brother Jonathan Luke";"Surrounded by what?";"audio2016/sermon160612e.mp3";"Hebrews 12:1-3";"2016-06-12"
"";"陳永建牧師";"事奉興起,為主發光 （二） 互補不足";"audio2016/sermon160612c.mp3";"羅馬書 15:7, 路加福音 6:38-41";"2016-06-12"
"";"Brother Vincent Wu";"It's a show!";"audio2016/sermon160605e.mp3";"1 Conrinthians 4:10-13";"2016-06-05"
"";"陳永建牧師";"事奉興起，為主發光";"audio2016/sermon160605c.mp3";"哥林多後書 5:14-21";"2016-06-05"
"";"許如志牧師";"黑夜盡頭方見日";"audio2016/sermon160529c.mp3";"羅馬書 13:11-14";"2016-05-29"
"";"Pastor Andrew Smith";"The house that Jesus built";"audio2016/sermon160522e.mp3";"Romans 10:8b-13";"2016-05-22"
"";"勞伯祥牧師";"保守為主用";"audio2016/sermon160522c.mp3";"猶大書 20-21";"2016-05-22"
"";"Pastor Billy Yip";"We love therefore we go";"audio2016/sermon160515e.mp3";"John 21:15:17";"2016-05-15"
"";"葉啟明牧師";"以愛生愛";"audio2016/sermon160515c.mp3";"約翰福音 21:15-18";"2016-05-15"
"";"Pastor Nathan Hieb";"Shield of faith";"audio2016/sermon160508e.mp3";"Ephesians 6:14-16";"2016-05-08"
"";"陳永建牧師";"偉大的母親";"audio2016/sermon160508c.mp3";"箴言 31:28-31";"2016-05-08"
"";"陳永建牧師";"耶穌在生命上與我的關係";"audio2016/sermon160501c.mp3";"約翰福音 14:22";"2016-05-01"
"";"陳永建牧師";"彼此體恤";"audio2016/sermon160424c.mp3";"彼得前書 3:8-12";"2016-04-24"
"";"Pastor Nathan Hieb";"Ready and willing feet";"audio2016/sermon160417e.mp3";"Ephesians 6:13-17";"2016-04-17"
"";"陳永建牧師";"學主樣式的生活";"audio2016/sermon160417c.mp3";"馬太福音 11:25-30";"2016-04-17"
"";"Pastor Nathan Hieb";"Truth and righteousness";"audio2016/sermon160410e.mp3";"Ephesians 6:14-17";"2016-04-10"
"";"蔡安順牧師";"按著恩賜事奉主";"audio2016/sermon160410c.mp3";"歌羅西書 3:24, 哥林多前書 12:4-12";"2016-04-10"
"";"Kristal Calkins";"Whose house are you building?";"audio2016/sermon160403e.mp3";"Haggai 1:1:15";"2016-04-03"
"";"陳永建牧師";"同心合意、承擔使命";"audio2016/sermon160403c.mp3";"馬太福音 21:1-11";"2016-04-03"
"";"Pastor Nathan Hieb　僖拿單傳道";"Two roads　兩條路";"audio2016/sermon160327.mp3";"Luke 24:13-27　路加福音 24:13-27";"2016-03-27"
"";"Brother Jonathan Luke";"Hosanna...zzzzzz";"audio2016/sermon160320e.mp3";"Matthew 26:36-46";"2016-03-20"
"";"林三綱弟兄";"祝復活所引入的新境界";"audio2016/sermon160320c.mp3";"約翰福音 13:36-38, 4:1-3, 14:5-6, 14:9-17, 14:22-26, 15:26-27";"2016-03-20"
"";"Pastor Nathan Hieb";"Jesus Christ is greater";"audio2016/sermon160313e.mp3";"James 4:7-10";"2016-03-13"
"";"鄺偉略牧師";"經歷神";"audio2016/sermon160313c.mp3";"使徒行傳 16:19-28";"2016-03-13"
"";"Brother Felix Yen";"That's not my job";"audio2016/sermon160306e.mp3";"Philippians 2:5-8";"2016-03-06"
"";"黃小石長老";"信實";"audio2016/sermon160306c.mp3";"以弗所書 5:8-10, 加拉太書 5:22-23";"2016-03-06"
"";"Pastor Nathan Hieb";"Our strength and our struggle";"audio2016/sermon160228e.mp3";"Ephesians 6:10-13";"2016-02-28"
"";"勞伯祥牧師";"站出來，說出來，活出來";"audio2016/sermon160228c.mp3";"詩篇 40:9-11";"2016-02-28"
"";"Brother Jonathan Luke";"An appropriate response";"audio2016/sermon160221e.mp3";"1 Peter 5:1-11";"2016-02-21"
"";"岑德雄傳道";"順著聖靈而行";"audio2016/sermon160221c.mp3";"創世紀 4:1-15; 路加福音 5:16-17";"2016-02-21"
"";"Pastor Nathan Hieb";"Work wholehartedly";"audio2016/sermon160214e.mp3";"Ephesians 6:5-9";"2016-02-14"
"";"陳永建牧師";"福祿壽禧";"audio2016/sermon160214c.mp3";"詩篇 21:1-6";"2016-02-14"
"";"Pastor John Eng";"Training for wisdom";"audio2016/sermon160207e.mp3";"Proverbs 3:1-12";"2016-02-07"
"";"林三綱弟兄";"神建造並看守教會";"audio2016/sermon160207c.mp3";"詩篇 127";"2016-02-07"
"";"Pastor Daniel Hui";"You are salt and light";"audio2016/sermon160131e.mp3";"Matthew 5:13-16";"2016-01-31"
"";"許如志牧師";"興起發光系列（一）明光照耀";"audio2016/sermon160131c.mp3";"腓立比書 2:13-16";"2016-01-31"
"";"Pastor Andrew Smith";"The Thomas syndrome";"audio2016/sermon160117e.mp3";"John 20:24-29";"2016-01-17"
"";"劉銘輝牧師";"遇見主与轉變";"audio2016/sermon160117c.mp3";"使徒行傳 22:3-16";"2016-01-17"
"";"Jonathan Luke";"Soli Deo gloria";"audio2016/sermon160110e.mp3";"1 Peter 4:1-11";"2016-01-10"
"";"陳永建牧師";"興起，發光 ！";"audio2016/sermon160110c.mp3";"以賽亞書 60:1";"2016-01-10"
"";"Pastor Nathan Hieb";"New beginnings";"audio2016/sermon160103e.mp3";"John 3:1-8";"2016-01-03"
"";"鄺健厚牧師";"興起，發光！";"audio2016/sermon160103c.mp3";"以賽亞書 60:1";"2016-01-03"
"";"陳永建牧師 Pastor Norman Chen";"關乎萬民的信息 Good news for all people";"audio2016/sermon161225ce.mp3";"路加福音 2:8-16 Luke 2:8-16";"2016-12-25"
"";"Pastor Nathan Hieb";"A story greater than ourselves";"audio2016/sermon161218e.mp3";"Luke 1:26-33";"2016-12-18"
"";"陳永建牧師";"以馬內利的神";"audio2016/sermon161218c.mp3";"馬太福音 1:21-23";"2016-12-18"
"";"Pastor James Hsiao";"Wisdom in anger";"audio2016/sermon161211e.mp3";"James 1:19-21";"2016-12-11"
"";"陳永建牧師";"「道成肉身」的基督";"audio2016/sermon161211c.mp3";"約翰福音 1:14";"2016-12-11"
"";"Pastor Nathan Hieb";"God𠏋 kingdom in God𠏋 way";"audio2016/sermon161204e.mp3";"2 Samuel 7:1-7";"2016-12-04"
"";"黃小石長老";"基督耶穌的僕人";"audio2016/sermon161204c.mp3";"路加福音 17:7-10";"2016-12-04"
"";"Pastor Nathan Hieb";"The Peace of God";"audio2016/sermon161127e.mp3";"Isaiah 37:9-11";"2016-11-27"
"";"陳永建牧師";"使徒保羅的感恩見證";"audio2016/sermon161127c.mp3";"羅馬書 6:4-5, 哥林多前書 1:4-5, 帖撒羅尼迦前書 1:2-3, 腓立比書 1:3-6, 歌羅西書 1:12";"2016-11-27"
"";"Pastor Daniel Ng";"Impossible is nothing";"audio2016/sermon161120e.mp3";"Joshua 6:15-27";"2016-11-20"
"";"劉銘輝牧師";"福音的能力";"audio2016/sermon161120c.mp3";"帖撒羅尼迦前書 1:4-10";"2016-11-20"
"";"Pastor Nathan Hieb";"God is true to Himself";"audio2016/sermon161113e.mp3";"Leviticus 16:15-22";"2016-11-13"
"";"陳永建牧師";"感恩的生活";"audio2016/sermon161113c.mp3";"詩篇 103:1-13";"2016-11-13"
"";"Jonathan Luke";"Choose faith";"audio2016/sermon161106e.mp3";"Joshua 24:14-15";"2016-11-06"
"";"陳永建牧師";"感恩的人生";"audio2016/sermon161106c.mp3";"雅各書 1:17, 帖撒羅尼迦前書 5:18, 歌羅西書 3:17";"2016-11-06"
"";"Carl Fitzgerald";"The Mystery of Godliness";"audio2016/sermon161030e.mp3";"John 1:10-14";"2016-10-30"
"";"勞伯祥牧師";"榮耀的王";"audio2016/sermon161030c.mp3";"詩篇 24";"2016-10-30"
"";"Kevin Calkins";"You Can Know God";"audio2016/sermon161016e.mp3";"Mark 2:1-12";"2016-10-16"
"";"陳永建牧師";"趁著今日";"audio2016/sermon161016c.mp3";"約翰福音 9:4, 哥林多後書 6:1-2";"2016-10-16"
"";"Jonathan Luke";"Following His step, by His Words, in His arms";"audio2016/sermon161009e.mp3";"Matthew 5:1-2";"2016-10-09"
"";"陳永建牧師";"宣道的使命";"audio2016/sermon161009c.mp3";"馬太福音 28:16-20, 詩篇 89:19, 創世紀 15:1, 使徒行傳 27:23";"2016-10-09"
"";"陳永建牧師";"大時代大使命";"audio2016/sermon161002c.mp3";"馬太福音 28:16-20, 箴言29:18";"2016-10-02"
"";"Pastor Daniel Hui";"There is a good person in the church";"audio2016/sermon160925e.mp3";"Acts 4:36-37";"2016-09-25"
"";"許如志牧師";"教會有好人";"audio2016/sermon160925c.mp3";"使徒行傳 4:36-37, 9:26-29, 11:22-26, 15:36-40";"2016-09-25"
"";"Pastor Nathan Hieb";"Pray for unbelievers";"audio2016/sermon160918e.mp3";"Acts 26:19-29";"2016-09-18"
"";"陳永建牧師";"基督徒生活見證（三）為主作鹽";"audio2016/sermon160918c.mp3";"馬太福音 5:13, 民數記 18:19, 歌羅西書 4:6, 馬可福音 9:50, 路加福音 14:33-34";"2016-09-18"
"";"Vicent Wu";"Be genuine!";"audio2016/sermon160911e.mp3";"Matthew 25:14-30";"2016-09-11"
"";"陳永建牧師";"基督徒生活見證（二）為主發光";"audio2016/sermon160911c.mp3";"馬太福音 5:14-16, 約翰福音 8:12, 腓立比書 2:14-16, 以弗所書 5:8-14";"2016-09-11"
"";"勞伯祥牧師";"力量的轉移";"audio2016/sermon160828c.mp3";"詩篇 18:2, 32-34, 44";"2016-08-28"
"";"陳永建牧師";"靈火重燃";"audio2016/sermon160821c.mp3";"羅馬書 12:11, 何西阿書 6:10-3, 以西結書 37:1-6,";"2016-08-21"
"";"Pastor Nathan Hieb";"Pray for and with all the saints";"audio2016/sermon160814e.mp3";"Matthew 18:18-20";"2016-08-14"
"";"陳永建牧師";"屬靈的麻痺症";"audio2016/sermon160814c.mp3";"瑪拉基書 1:2, 6, 12-14";"2016-08-14"
"";"Pastor Lee Hearn";"The lost and found department";"audio2016/sermon160807e.mp3";"Luke 15:1-7";"2016-08-07"
"";"Pastor Nathan Hieb";"Pray in the Spirit in every situation";"audio2016/sermon160731e.mp3";"Ephesians 4:18";"2016-07-31"
"";"陳永建牧師";"人生真正的需要";"audio2016/sermon160731c.mp3";"路加福音 8：26-39";"2016-07-31"
"";"Jonathan Luke";"God says";"audio2016/sermon160724e.mp3";"Romans 12:9-21";"2016-07-24"
"";"鄺健厚牧師";"興起發光　樂意奉獻";"audio2016/sermon160724c.mp3";"歷代志上 29:10-17";"2016-07-24"
"";"林三綱弟兄";"在教會中事神所蒙的祝福";"audio2016/sermon160717c.mp3";"詩篇 128";"2016-07-17"
"";"Pastor Lee Hearn";"Who controls the circumstances?";"audio2016/sermon160710e.mp3";"Matthew 14:22-33";"2016-07-10"
"";"何進傳道";"如鷹展翅上騰";"audio2016/sermon160710c.mp3";"以賽亞書 40:27-31";"2016-07-10"
"";"Pastor Nathan Hieb";"My kingdom is not of this world";"audio2016/sermon160703e.mp3";"John 18:28-40";"2016-07-03"
"";"梁美心博士";"善用位分，為主作工";"audio2016/sermon160703c.mp3";"以斯帖記 4:10-17";"2016-07-03"
